#Cfactor 0
Recipient	BRZ1261	BRZ1269	BRZ1270	BRZ1271	BRZ1275	BRZ1276	BRZ1437	BRZ1438	BRZ1439	BRZ1440	BRZ1441	BRZ1443	BRZ1444	BRZ1445	BRZ1446	BRZ1447	BRZ1448	BRZ1449	BRZ1450	BRZ1459	BRZ1461	BRZ1465	BRZ1466	BRZ1468	BRZ1470	BRZ1473	BRZ1479	BRZ1480	BRZ1481	BRZ1485	BRZ1486	BRZ1487	BRZ1488	BRZ1489	BRZ1503	BRZ1510	BRZ1511	KEY1155	KEY1156	KEY1158	KEY1159	KEY1160	KEY1163	KEY1164	KEY1165	KEY1166	KEY1167	KEY1168	KEY1169	KEY1170	KEY1171	KEY1172	KEY1173	KEY1174	KEY1175	KEY1176	KEY1177	KEY1178	KEY1179	KEY1180	KEY1181	KEY1183	KEY1184	KEY1185	KEY1186	KEY1187	KEY1188	KEY1189	KEY1191	KEY1370	KEY1371	KEY1372	KEY1373	KEY1374	KEY1375	KEY1376	KEY1377	KEY1378	KEY1379	KEY1383	KEY1392	KEY1393	KEY1397	KEY1399	KEY1403	KEY1404	KEY1405	KEY1406	KEY1407	KEY1409	KEY1410	KEY1411	MRT1299	MRT1300	MRT1301	MRT1302	MRT1303	MRT1304	MRT1305	MRT1306	MRT1307	MRT1308	MRT1309	MRT1310	MRT1315	MRT1316	MRT1317	MRT1318	MRT1319	MRT1320	MRT1321	MRT1322	MRT1323	MRT1324	MRT1325	MRT1326	MRT1327	MRT1328	MRT1329	MRT1333	MRT1335	MRT1336	MRT1337	MRT1338	MRT1339	MRT1340	MRT1341	MRT1342	MRT1343	MRT1347	MRT1348	MRT1349	PNS792	PNS793	PNS794	PNS795	PNS796	PNS797	PNS798	PNS799	PNS800	PNS801	PNS802	PNS803	PNS808	PNS809	PNS810	PNS811	PNS812	PNS813	PNS814	PNS815	PNS818	PNS819	PNS821	PNS823	PNS826	PNS827	PNS829	PNS830	PNS831	PNS833	PR1038	PR1042	PR1043	PR1047	PR1050	PR1051	PR1052	PR1053	PR1054	PR1055	PR1056	PR1057	PR1058	PR1060	PR1061	PR1062	PR945	PR949	PR950	PR951	PR952	PR953	PR954	PR955	PR957	PR958	PR960	PR961	PR963	PR964	PR965	PR966	PR968	PR971	PR975	PR976	PR977	PR979	SCA1195	SCA1196	SCA1197	SCA1198	SCA1199	SCA1200	SCA1201	SCA1203	SCA1204	SCA1206	SCA1208	SCA1212	SCA1213	SCA1214	SCA1216	SCA1217	SCA1218	SCA1220	SCA1221	SCA1222	SCA1223	SCA1224	SCA1225	SCA1226	SCA1227	SCA1230	SCA1231	SCA1232	SCA1233	SCA848	SCA854	SCA871	SCA874	SCA876	SCA880	SCA896	SCA897	SCA916	SCA917	SCA918	SCA919	SCA921	SCA922	SCA924	SCA925	SCA926	SCA927	SCA929	SCA930	SCA931	SCA932	SCA933	TX1098	TX1099	TX1100	TX1101	TX1105	TX1107	TX1110	TX1111	TX1120	TX1123	TX1125	TX1126	TX1127	TX1128	TX1130	TX1132	TX1133	TX1131	TX1134	TX1135	TX1136	TX1138	TX1140	TX1142	TX1143	TX1144	TX1145	TX1146	VZ1000	VZ1001	VZ1002	VZ1004	VZ1005	VZ1006	VZ1010	VZ1019	VZ1020	VZ1021	VZ1027	VZ1029	VZ671	VZ672	VZ673	VZ674	VZ675	VZ676	VZ677	VZ678	VZ679	VZ680	VZ681	VZ682	VZ684	VZ685	VZ686	VZ687	VZ688	VZ689	VZ690	VZ691	VZ692	VZ693	VZ694	VZ695	VZ701	VZ702	VZ703	VZ705	VZ706	VZ707	VZ708	VZ995	VZ996	VZ997
BRZ1261	0	0.029403	0.0270211	0.029403	0.0268402	0.029403	0.0270211	0.0270211	0.0270211	0.0270211	0.0268434	0.0270211	0.029403	0.0270211	0.029403	0.0270211	0.027601	0.0270211	0.029403	0.0270211	0.0270211	0.029403	0.0295655	0.0295691	0.0268469	0.0266739	0.0276506	0.029403	0.029403	0.029403	0.0268402	0.029403	0.0270211	0.0270211	0.0266068	0.029403	0.029403	0.0268434	0.0270211	0.0270211	0.0282606	0.029403	0.0270211	0.026842	0.029403	0.029403	0.0270211	0.0294846	0.0270211	0.0295691	0.0267625	0.0276358	0.0276602	0.0258698	0.029403	0.0270211	0.029403	0.029403	0.0263487	0.0282606	0.026842	0.0276364	0.0258692	0.0268434	0.0270211	0.0276506	0.0270211	0.0252545	0.029403	0.0294846	0.0270211	0.0262012	0.0270211	0.0296863	0.0270211	0.0265104	0.029403	0.0276602	0.0270211	0.0266011	0.026512	0.029403	0.029403	0.0234895	0.0267625	0.027638	0.0276358	0.0268434	0.027635	0.029403	0.029403	0.0270211	0.029403	0.0270211	0.0248215	0.0296863	0.027635	0.0256895	0.0270211	0.029403	0.029403	0.029403	0.029403	0.0252192	0.0270211	0.0270211	0.02587	0.029403	0.0270211	0.0270211	0.0270211	0.0270211	0.0270211	0.0295655	0.029403	0.029403	0.029403	0.0268434	0.029403	0.027601	0.029403	0.029403	0.0270211	0.0270211	0.026512	0.0268434	0.029403	0.0266048	0.0294846	0.0281435	0.0283021	0.0268434	0.0252192	0.0268434	0.026842	0.0262374	0.029403	0.029403	0.027601	0.029403	0.027601	0.0252532	0.0270211	0.029403	0.027545	0.0295655	0.029403	0.029403	0.029403	0.0270211	0.0270211	0.0270211	0.0295655	0.0270211	0.0270211	0.0252532	0.0270211	0.029403	0.0295655	0.029403	0.0270211	0.029403	0.0252192	0.0268402	0.0270211	0.0270211	0.029403	0.029403	0.025836	0.029403	0.0250189	0.0234172	0.0270211	0.027638	0.0252192	0.0270211	0.0257991	0.0270211	0.0270211	0.0283021	0.0270211	0.0267625	0.029403	0.0266425	0.0275628	0.0261594	0.0270211	0.0298184	0.0270211	0.0270211	0.0270211	0.0270211	0.0270211	0.0270211	0.0275061	0.029403	0.029403	0.029403	0.029403	0.029403	0.0267625	0.029403	0.0270211	0.029403	0.029403	0.027601	0.0270211	0.0252561	0.0270211	0.0270211	0.0281907	0.029403	0.0276358	0.0270211	0.029403	0.0252545	0.0270211	0.0276364	0.029403	0.0270211	0.0295691	0.029403	0.0270211	0.0270211	0.029403	0.029403	0.0282606	0.0270211	0.0295655	0.029403	0.0270211	0.0276364	0.0222471	0.0270211	0.027601	0.0270211	0.0234667	0.027638	0.0270211	0.029403	0.0242831	0.027635	0.029403	0.029403	0.0270211	0.0295691	0.0252783	0.0276358	0.029403	0.0270211	0.0270211	0.0270211	0.029403	0.029403	0.0252539	0.027638	0.029403	0.027601	0.0270211	0.029403	0.027638	0.0258708	0.029403	0.029403	0.0268469	0.029403	0.0270211	0.029403	0.029403	0.0270211	0.029403	0.0270211	0.029403	0.0270211	0.0294846	0.0282105	0.0258331	0.0268469	0.0267625	0.0248228	0.0252192	0.0295624	0.0270211	0.0295624	0.0295655	0.0265083	0.0258692	0.029403	0.0266027	0.0266011	0.0252561	0.0274641	0.029403	0.02587	0.0270211	0.0270211	0.029403	0.0270211	0.029403	0.0252539	0.029403	0.0270211	0.0270211	0.0235015	0.0270211	0.029403	0.029403	0.0270211	0.029403	0.0270211	0.029403	0.0252687	0.0297513	0.029403	0.029403	0.0241547	0.0270211	0.0252192	0.023452	0.0270211	0.029403	0.0270211	0.0270211	0.0270211	0.0270211	0.0270211
BRZ1269	0.0294077	0	0.0272144	0.0293318	0.0270801	0.0293318	0.0272144	0.0272144	0.0272144	0.0272144	0.0270829	0.0272144	0.0293318	0.0272144	0.0293318	0.0272144	0.0277299	0.0272144	0.0293318	0.0272144	0.0272144	0.0293318	0.0294649	0.029468	0.027086	0.0269713	0.027774	0.0293318	0.0293318	0.0293318	0.0270801	0.0293318	0.0272144	0.0272144	0.0269141	0.0293318	0.0293318	0.0270829	0.0272144	0.0272144	0.0265277	0.0293318	0.0272144	0.027079	0.0293318	0.0293318	0.0272144	0.0293941	0.0272144	0.029468	0.0270121	0.0277597	0.0277824	0.026191	0.0293318	0.0256186	0.0293318	0.0293318	0.026746	0.028323	0.027079	0.0277614	0.0261893	0.0270829	0.0272144	0.027774	0.0272144	0.025644	0.027736	0.0293941	0.0256186	0.0265209	0.0272144	0.0296884	0.0272144	0.0247766	0.0293318	0.0277824	0.0272144	0.0269061	0.0268328	0.0293318	0.0293318	0.024075	0.0270121	0.0277628	0.0277597	0.0270829	0.0277602	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0253109	0.0296884	0.0277602	0.0234258	0.0272144	0.0293318	0.0293318	0.0293318	0.0293318	0.0256126	0.0272144	0.0272144	0.0261912	0.0293318	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0294649	0.0293318	0.0293318	0.0293318	0.0270829	0.0293318	0.0277299	0.0293318	0.0293318	0.0272144	0.0272144	0.0268328	0.0270829	0.027736	0.0248575	0.0293941	0.0282421	0.0283742	0.0270829	0.0256126	0.0270829	0.0252837	0.0266568	0.0293318	0.0293318	0.0277299	0.0293318	0.0277299	0.0256428	0.0272144	0.0293318	0.0276968	0.0294649	0.027736	0.0293318	0.0293318	0.0272144	0.0272144	0.0272144	0.0294649	0.0272144	0.0272144	0.0256428	0.0272144	0.0293318	0.0294649	0.0293318	0.0272144	0.0293318	0.0256126	0.0270801	0.0272144	0.0272144	0.0293318	0.0293318	0.0261609	0.027736	0.0255529	0.0240107	0.0272144	0.0277628	0.0252236	0.0272144	0.0261281	0.0272144	0.0272144	0.0283042	0.0272144	0.0270121	0.0293318	0.0248899	0.0277124	0.0265886	0.0272144	0.029664	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0258675	0.0293318	0.027736	0.0293318	0.0293318	0.0293318	0.0270121	0.0293318	0.0272144	0.0293318	0.0293318	0.0277299	0.0272144	0.0256454	0.0272144	0.0272144	0.0281971	0.0293318	0.0261639	0.0272144	0.0293318	0.025644	0.0272144	0.0277614	0.0293318	0.0272144	0.029468	0.0293318	0.0272144	0.0272144	0.0293318	0.0293318	0.0265277	0.0272144	0.0294649	0.0293318	0.0272144	0.0277614	0.0235458	0.0272144	0.0277299	0.0272144	0.0240548	0.0277628	0.0272144	0.0293318	0.024922	0.0277602	0.0293318	0.0293318	0.0272144	0.029468	0.0256651	0.0277597	0.0293318	0.0272144	0.0272144	0.0272144	0.0293318	0.027736	0.0256423	0.0277628	0.0293318	0.0277299	0.0256186	0.0293318	0.0277628	0.0261907	0.0293318	0.0293318	0.027086	0.0293318	0.0272144	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0293318	0.0272144	0.0293941	0.0254464	0.0261583	0.027086	0.0270121	0.0253148	0.0256126	0.0294621	0.0272144	0.0294621	0.0294649	0.0268296	0.0261893	0.0293318	0.0269105	0.0269061	0.0256454	0.027626	0.0293318	0.0261912	0.0272144	0.0272144	0.0293318	0.0272144	0.027736	0.0256423	0.0293318	0.0272144	0.0272144	0.0240845	0.0256186	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0293318	0.0256566	0.0296091	0.0293318	0.0293318	0.0248121	0.0272144	0.0256126	0.0240405	0.0272144	0.0293318	0.0272144	0.0272144	0.0272144	0.0256186	0.0256186
BRZ1270	0.0269945	0.0271863	0	0.0271863	0.0293476	0.0271863	0.0292272	0.0292272	0.0292272	0.0292272	0.0293503	0.0292272	0.0271863	0.0292272	0.0271863	0.0292272	0.0255858	0.0292272	0.0271863	0.0292272	0.0292272	0.0271863	0.0270543	0.0270574	0.0293534	0.0295694	0.0256298	0.0271863	0.0271863	0.0271863	0.0293476	0.0271863	0.0292272	0.0292272	0.029509	0.0271863	0.0271863	0.0293503	0.0292272	0.0292272	0.0264935	0.0271863	0.0292272	0.0293558	0.0271863	0.0271863	0.0292272	0.0269836	0.0292272	0.0270574	0.0292796	0.0256197	0.0256395	0.0240482	0.0271863	0.0276316	0.0271863	0.0271863	0.0297938	0.0282885	0.0293558	0.0256173	0.0240507	0.0293503	0.0292272	0.0256298	0.0292272	0.0276582	0.0255907	0.0269836	0.0276316	0.026488	0.0292272	0.0264917	0.0292272	0.0273827	0.0271863	0.0256395	0.0292272	0.0295118	0.0294278	0.0271863	0.0271863	0.0260906	0.0292796	0.0256186	0.0256197	0.0293503	0.025616	0.0271863	0.0271863	0.0292272	0.0271863	0.0292272	0.0275893	0.0264917	0.025616	0.0270841	0.0292272	0.0271863	0.0271863	0.0271863	0.0271863	0.0276268	0.0292272	0.0292272	0.0240484	0.0271863	0.0292272	0.0292272	0.0292272	0.0292272	0.0292272	0.0270543	0.0271863	0.0271863	0.0271863	0.0293503	0.0271863	0.0255858	0.0271863	0.0271863	0.0292272	0.0292272	0.0294278	0.0293503	0.0255907	0.0274635	0.0269836	0.028217	0.028349	0.0293503	0.0276268	0.0293503	0.0275608	0.0296921	0.0271863	0.0271863	0.0255858	0.0271863	0.0255858	0.027657	0.0292272	0.0271863	0.0252877	0.0270543	0.0255907	0.0271863	0.0271863	0.0292272	0.0292272	0.0292272	0.0270543	0.0292272	0.0292272	0.027657	0.0292272	0.0271863	0.0270543	0.0271863	0.0292272	0.0271863	0.0276268	0.0293476	0.0292272	0.0292272	0.0271863	0.0271863	0.0240182	0.0255907	0.022805	0.0260263	0.0292272	0.0256186	0.0274901	0.0292272	0.0239854	0.0292272	0.0292272	0.0282748	0.0292272	0.0292796	0.0271863	0.0274958	0.0253033	0.0296328	0.0292272	0.0269232	0.0292272	0.0292272	0.0292272	0.0292272	0.0292272	0.0292272	0.0234588	0.0271863	0.0255907	0.0271863	0.0271863	0.0271863	0.0292796	0.0271863	0.0292272	0.0271863	0.0271863	0.0255858	0.0292272	0.0276596	0.0292272	0.0292272	0.0281528	0.0271863	0.0240241	0.0292272	0.0271863	0.0276582	0.0292272	0.0256173	0.0271863	0.0292272	0.0270574	0.0271863	0.0292272	0.0292272	0.0271863	0.0271863	0.0264935	0.0292272	0.0270543	0.0271863	0.0292272	0.0256173	0.0272031	0.0292272	0.0255858	0.0292272	0.0260703	0.0256186	0.0292272	0.0271863	0.0275203	0.025616	0.0271863	0.0271863	0.0292272	0.0270574	0.0276804	0.0256197	0.0271863	0.0292272	0.0292272	0.0292272	0.0271863	0.0255907	0.0276606	0.0256186	0.0271863	0.0255858	0.0276316	0.0271863	0.0256186	0.0240521	0.0271863	0.0271863	0.0293534	0.0271863	0.0292272	0.0271863	0.0271863	0.0292272	0.0271863	0.0292272	0.0271863	0.0292272	0.0269836	0.0254112	0.0240156	0.0293534	0.0292796	0.0275838	0.0276268	0.0270515	0.0292272	0.0270515	0.0270543	0.0294246	0.0240507	0.0271863	0.0295055	0.0295118	0.0276596	0.025217	0.0271863	0.0240484	0.0292272	0.0292272	0.0271863	0.0292272	0.0255907	0.0276606	0.0271863	0.0292272	0.0292272	0.0261042	0.0276316	0.0271863	0.0271863	0.0292272	0.0271863	0.0292272	0.0271863	0.0276708	0.0268609	0.0271863	0.0271863	0.0274089	0.0292272	0.0276268	0.0260602	0.0292272	0.0271863	0.0292272	0.0292272	0.0292272	0.0276316	0.0276316
BRZ1271	0.0294077	0.0293318	0.0272144	0	0.0270801	0.0293318	0.0272144	0.0272144	0.0272144	0.0272144	0.0270829	0.0272144	0.0293318	0.0272144	0.0293318	0.0272144	0.0277299	0.0272144	0.0293318	0.0272144	0.0272144	0.0293318	0.0294649	0.029468	0.027086	0.0269713	0.027774	0.0293318	0.0293318	0.0293318	0.0270801	0.0293318	0.0272144	0.0272144	0.0269141	0.0293318	0.0293318	0.0270829	0.0272144	0.0272144	0.0265277	0.0293318	0.0272144	0.027079	0.0293318	0.0293318	0.0272144	0.0293941	0.0272144	0.029468	0.0270121	0.0277597	0.0277824	0.026191	0.0293318	0.0256186	0.0293318	0.0293318	0.026746	0.028323	0.027079	0.0277614	0.0261893	0.0270829	0.0272144	0.027774	0.0272144	0.025644	0.027736	0.0293941	0.0256186	0.0265209	0.0272144	0.0296884	0.0272144	0.0247766	0.0293318	0.0277824	0.0272144	0.0269061	0.0268328	0.0293318	0.0293318	0.024075	0.0270121	0.0277628	0.0277597	0.0270829	0.0277602	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0253109	0.0296884	0.0277602	0.0234258	0.0272144	0.0293318	0.0293318	0.0293318	0.0293318	0.0256126	0.0272144	0.0272144	0.0261912	0.0293318	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0294649	0.0293318	0.0293318	0.0293318	0.0270829	0.0293318	0.0277299	0.0293318	0.0293318	0.0272144	0.0272144	0.0268328	0.0270829	0.027736	0.0248575	0.0293941	0.0282421	0.0283742	0.0270829	0.0256126	0.0270829	0.0252837	0.0266568	0.0293318	0.0293318	0.0277299	0.0293318	0.0277299	0.0256428	0.0272144	0.0293318	0.0276968	0.0294649	0.027736	0.0293318	0.0293318	0.0272144	0.0272144	0.0272144	0.0294649	0.0272144	0.0272144	0.0256428	0.0272144	0.0293318	0.0294649	0.0293318	0.0272144	0.0293318	0.0256126	0.0270801	0.0272144	0.0272144	0.0293318	0.0293318	0.0261609	0.027736	0.0255529	0.0240107	0.0272144	0.0277628	0.0252236	0.0272144	0.0261281	0.0272144	0.0272144	0.0283042	0.0272144	0.0270121	0.0293318	0.0248899	0.0277124	0.0265886	0.0272144	0.029664	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0258675	0.0293318	0.027736	0.0293318	0.0293318	0.0293318	0.0270121	0.0293318	0.0272144	0.0293318	0.0293318	0.0277299	0.0272144	0.0256454	0.0272144	0.0272144	0.0281971	0.0293318	0.0261639	0.0272144	0.0293318	0.025644	0.0272144	0.0277614	0.0293318	0.0272144	0.029468	0.0293318	0.0272144	0.0272144	0.0293318	0.0293318	0.0265277	0.0272144	0.0294649	0.0293318	0.0272144	0.0277614	0.0235458	0.0272144	0.0277299	0.0272144	0.0240548	0.0277628	0.0272144	0.0293318	0.024922	0.0277602	0.0293318	0.0293318	0.0272144	0.029468	0.0256651	0.0277597	0.0293318	0.0272144	0.0272144	0.0272144	0.0293318	0.027736	0.0256423	0.0277628	0.0293318	0.0277299	0.0256186	0.0293318	0.0277628	0.0261907	0.0293318	0.0293318	0.027086	0.0293318	0.0272144	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0293318	0.0272144	0.0293941	0.0254464	0.0261583	0.027086	0.0270121	0.0253148	0.0256126	0.0294621	0.0272144	0.0294621	0.0294649	0.0268296	0.0261893	0.0293318	0.0269105	0.0269061	0.0256454	0.027626	0.0293318	0.0261912	0.0272144	0.0272144	0.0293318	0.0272144	0.027736	0.0256423	0.0293318	0.0272144	0.0272144	0.0240845	0.0256186	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0293318	0.0256566	0.0296091	0.0293318	0.0293318	0.0248121	0.0272144	0.0256126	0.0240405	0.0272144	0.0293318	0.0272144	0.0272144	0.0272144	0.0256186	0.0256186
BRZ1275	0.0268105	0.0270513	0.0293489	0.0270513	0	0.0270513	0.0293489	0.0293489	0.0293489	0.0293489	0.0295178	0.0293489	0.0270513	0.0293489	0.0270513	0.0293489	0.0252524	0.0293489	0.0270513	0.0293489	0.0293489	0.0270513	0.026892	0.026882	0.0295078	0.0297828	0.0252991	0.0270513	0.0270513	0.0270513	0.0293489	0.0270513	0.0293489	0.0293489	0.0295078	0.0270513	0.0270513	0.0295178	0.0293489	0.0293489	0.0262373	0.0270513	0.0293489	0.0295111	0.0270513	0.0270513	0.0293489	0.026804	0.0293489	0.026882	0.0294298	0.025288	0.0253102	0.0235305	0.0270513	0.0275528	0.0270513	0.0270513	0.0301107	0.0282899	0.0295111	0.0252909	0.0235276	0.0295178	0.0293489	0.0252991	0.0293489	0.0275885	0.0252552	0.026804	0.0275528	0.026234	0.0293489	0.0261354	0.0293489	0.0272378	0.0270513	0.0253102	0.0293489	0.0295111	0.0296404	0.0270513	0.0270513	0.0258237	0.0294298	0.0252865	0.025288	0.0295178	0.0270513	0.0270513	0.0270513	0.0293489	0.0270513	0.0293489	0.0295111	0.0261354	0.0270513	0.0268062	0.0293489	0.0270513	0.0270513	0.0270513	0.0270513	0.02755	0.0293489	0.0293489	0.0252865	0.0270513	0.0293489	0.0293489	0.0293489	0.0293489	0.0293489	0.026892	0.0270513	0.0270513	0.0270513	0.0295178	0.0270513	0.0252524	0.0270513	0.0270513	0.0293489	0.0293489	0.0296404	0.0295178	0.0252552	0.0273405	0.026804	0.0282067	0.0283561	0.0295178	0.02755	0.0295178	0.0274585	0.0299969	0.0270513	0.0270513	0.0252524	0.0270513	0.0252524	0.0293489	0.0293489	0.0270513	0.026892	0.026892	0.0252552	0.0270513	0.0270513	0.0293489	0.0293489	0.0293489	0.026892	0.0293489	0.0293489	0.0293489	0.0293489	0.0270513	0.026892	0.0270513	0.0293489	0.0270513	0.02755	0.0293489	0.0293489	0.0293489	0.0270513	0.0270513	0.0234876	0.0252552	0.0218927	0.0257511	0.0293489	0.0252865	0.0273804	0.0293489	0.0234535	0.0293489	0.0293489	0.0282609	0.0293489	0.0294298	0.0270513	0.0273623	0.0248895	0.0299258	0.0293489	0.0266936	0.0293489	0.0293489	0.0293489	0.0293489	0.0293489	0.0293489	0.0227834	0.0270513	0.0252552	0.0270513	0.0270513	0.0270513	0.0294298	0.0270513	0.0293489	0.0270513	0.0270513	0.0252524	0.0293489	0.0275841	0.0293489	0.0293489	0.0281186	0.0270513	0.0234919	0.0293489	0.0270513	0.0275885	0.0293489	0.0252909	0.0270513	0.0293489	0.026882	0.0270513	0.0293489	0.0293489	0.0270513	0.0270513	0.0262373	0.0293489	0.026892	0.0270513	0.0293489	0.0252909	0.0272017	0.0293489	0.0252524	0.0293489	0.0257978	0.0252865	0.0293489	0.0270513	0.027518	0.0270513	0.0270513	0.0270513	0.0293489	0.026882	0.0276078	0.025288	0.0270513	0.0293489	0.0293489	0.0293489	0.0270513	0.0252552	0.0275856	0.0252865	0.0270513	0.0252524	0.0275528	0.0270513	0.0252865	0.0235232	0.0270513	0.0270513	0.0295078	0.0270513	0.0293489	0.0270513	0.0270513	0.0293489	0.0270513	0.0293489	0.0270513	0.0293489	0.026804	0.0247135	0.0252524	0.0295078	0.0294298	0.0295178	0.02755	0.0270513	0.0293489	0.0270513	0.026892	0.0294298	0.0235276	0.0270513	0.0295178	0.0295111	0.0275841	0.026804	0.0270513	0.0252865	0.0293489	0.0293489	0.0270513	0.0293489	0.0252552	0.0275856	0.0270513	0.0293489	0.0293489	0.0258334	0.0275528	0.0270513	0.0270513	0.0293489	0.0270513	0.0293489	0.0270513	0.0275967	0.0266283	0.0270513	0.0270513	0.0296404	0.0293489	0.02755	0.0257867	0.0293489	0.0270513	0.0293489	0.0293489	0.0293489	0.0275528	0.0275528
BRZ1276	0.0294077	0.0293318	0.0272144	0.0293318	0.0270801	0	0.0272144	0.0272144	0.0272144	0.0272144	0.0270829	0.0272144	0.0293318	0.0272144	0.0293318	0.0272144	0.0277299	0.0272144	0.0293318	0.0272144	0.0272144	0.0293318	0.0294649	0.029468	0.027086	0.0269713	0.027774	0.0293318	0.0293318	0.0293318	0.0270801	0.0293318	0.0272144	0.0272144	0.0269141	0.0293318	0.0293318	0.0270829	0.0272144	0.0272144	0.0265277	0.0293318	0.0272144	0.027079	0.0293318	0.0293318	0.0272144	0.0293941	0.0272144	0.029468	0.0270121	0.0277597	0.0277824	0.026191	0.0293318	0.0256186	0.0293318	0.0293318	0.026746	0.028323	0.027079	0.0277614	0.0261893	0.0270829	0.0272144	0.027774	0.0272144	0.025644	0.027736	0.0293941	0.0256186	0.0265209	0.0272144	0.0296884	0.0272144	0.0247766	0.0293318	0.0277824	0.0272144	0.0269061	0.0268328	0.0293318	0.0293318	0.024075	0.0270121	0.0277628	0.0277597	0.0270829	0.0277602	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0253109	0.0296884	0.0277602	0.0234258	0.0272144	0.0293318	0.0293318	0.0293318	0.0293318	0.0256126	0.0272144	0.0272144	0.0261912	0.0293318	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0294649	0.0293318	0.0293318	0.0293318	0.0270829	0.0293318	0.0277299	0.0293318	0.0293318	0.0272144	0.0272144	0.0268328	0.0270829	0.027736	0.0248575	0.0293941	0.0282421	0.0283742	0.0270829	0.0256126	0.0270829	0.0252837	0.0266568	0.0293318	0.0293318	0.0277299	0.0293318	0.0277299	0.0256428	0.0272144	0.0293318	0.0276968	0.0294649	0.027736	0.0293318	0.0293318	0.0272144	0.0272144	0.0272144	0.0294649	0.0272144	0.0272144	0.0256428	0.0272144	0.0293318	0.0294649	0.0293318	0.0272144	0.0293318	0.0256126	0.0270801	0.0272144	0.0272144	0.0293318	0.0293318	0.0261609	0.027736	0.0255529	0.0240107	0.0272144	0.0277628	0.0252236	0.0272144	0.0261281	0.0272144	0.0272144	0.0283042	0.0272144	0.0270121	0.0293318	0.0248899	0.0277124	0.0265886	0.0272144	0.029664	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0272144	0.0258675	0.0293318	0.027736	0.0293318	0.0293318	0.0293318	0.0270121	0.0293318	0.0272144	0.0293318	0.0293318	0.0277299	0.0272144	0.0256454	0.0272144	0.0272144	0.0281971	0.0293318	0.0261639	0.0272144	0.0293318	0.025644	0.0272144	0.0277614	0.0293318	0.0272144	0.029468	0.0293318	0.0272144	0.0272144	0.0293318	0.0293318	0.0265277	0.0272144	0.0294649	0.0293318	0.0272144	0.0277614	0.0235458	0.0272144	0.0277299	0.0272144	0.0240548	0.0277628	0.0272144	0.0293318	0.024922	0.0277602	0.0293318	0.0293318	0.0272144	0.029468	0.0256651	0.0277597	0.0293318	0.0272144	0.0272144	0.0272144	0.0293318	0.027736	0.0256423	0.0277628	0.0293318	0.0277299	0.0256186	0.0293318	0.0277628	0.0261907	0.0293318	0.0293318	0.027086	0.0293318	0.0272144	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0293318	0.0272144	0.0293941	0.0254464	0.0261583	0.027086	0.0270121	0.0253148	0.0256126	0.0294621	0.0272144	0.0294621	0.0294649	0.0268296	0.0261893	0.0293318	0.0269105	0.0269061	0.0256454	0.027626	0.0293318	0.0261912	0.0272144	0.0272144	0.0293318	0.0272144	0.027736	0.0256423	0.0293318	0.0272144	0.0272144	0.0240845	0.0256186	0.0293318	0.0293318	0.0272144	0.0293318	0.0272144	0.0293318	0.0256566	0.0296091	0.0293318	0.0293318	0.0248121	0.0272144	0.0256126	0.0240405	0.0272144	0.0293318	0.0272144	0.0272144	0.0272144	0.0256186	0.0256186
