sample_1,sample_2,identical,n
BRZ_1469,PR_949,0.55,637
BRZ_1469,PR_950,0.86,637
BRZ_1469,PR_951,0.73,637
BRZ_1469,PR_952,0.88,637
BRZ_1469,PR_953,0.77,637
BRZ_1469,PR_954,0.82,637
BRZ_1469,PR_955,0.68,637
BRZ_1469,PR_957,0.86,637
BRZ_1469,PR_958,0.81,637
BRZ_1469,PR_960,0.82,637
BRZ_1469,PR_961,0.86,637
BRZ_1469,PR_963,0.83,637
BRZ_1469,PR_964,0.86,637
BRZ_1469,PR_965,0.76,637
BRZ_1469,PR_966,0.87,637
BRZ_1469,PR_967,0.85,637
BRZ_1469,PR_968,0.86,637
BRZ_1469,PR_971,0.86,637
BRZ_1469,PR_972,0.16,445
BRZ_1469,PR_973,0.16,589
BRZ_1469,PR_974,0.42,637
BRZ_1469,PR_975,0.85,637
BRZ_1469,PR_976,0.87,637
BRZ_1469,PR_977,0.86,637
BRZ_1469,PR_979,0.86,637
BRZ_1469,SCA_1195,0.83,637
BRZ_1469,SCA_1196,0.84,637
BRZ_1469,SCA_1197,0.86,637
BRZ_1469,SCA_1198,0.85,637
BRZ_1469,SCA_1199,0.85,637
BRZ_1469,SCA_1200,0.88,637
BRZ_1469,SCA_1201,0.87,637
BRZ_1469,SCA_1203,0.84,637
BRZ_1469,SCA_1204,0.81,637
BRZ_1469,SCA_1206,0.84,637
BRZ_1469,SCA_1208,0.6,637
BRZ_1469,SCA_1212,0.86,637
BRZ_1469,SCA_1213,0.86,637
BRZ_1469,SCA_1214,0.86,637
BRZ_1469,SCA_1216,0.87,637
BRZ_1469,SCA_1217,0.86,637
BRZ_1469,SCA_1218,0.86,637
BRZ_1469,SCA_1220,0.86,637
BRZ_1469,SCA_1221,0.85,637
BRZ_1469,SCA_1222,0.87,637
BRZ_1469,SCA_1223,0.84,637
BRZ_1469,SCA_1224,0.87,637
BRZ_1469,SCA_1225,0.84,637
BRZ_1469,SCA_1226,0.84,637
BRZ_1469,SCA_1227,0.83,637
BRZ_1469,SCA_1230,0.86,637
BRZ_1469,SCA_1231,0.67,637
BRZ_1469,SCA_1232,0.85,637
BRZ_1469,SCA_1233,0.87,637
BRZ_1469,SCA_1234,0.61,637
BRZ_1469,SCA_1239,0.47,637
BRZ_1469,SCA_1240,0.48,637
BRZ_1469,SCA_848,0.86,637
BRZ_1469,SCA_853,0.48,637
BRZ_1469,SCA_854,0.86,637
BRZ_1469,SCA_857,0.5,637
BRZ_1469,SCA_869,0.32,467
BRZ_1469,SCA_871,0.74,637
BRZ_1469,SCA_874,0.54,637
BRZ_1469,SCA_876,0.84,637
BRZ_1469,SCA_877,0.18,637
BRZ_1469,SCA_880,0.85,637
BRZ_1469,SCA_896,0.88,637
BRZ_1469,SCA_897,0.85,637
BRZ_1469,SCA_914,0.37,637
BRZ_1469,SCA_915,0.28,569
BRZ_1469,SCA_916,0.87,637
BRZ_1469,SCA_917,0.85,637
BRZ_1469,SCA_918,0.85,637
BRZ_1469,SCA_919,0.7,637
BRZ_1469,SCA_920,0.66,637
BRZ_1469,SCA_921,0.86,637
BRZ_1469,SCA_922,0.87,637
BRZ_1469,SCA_923,0.25,551
BRZ_1469,SCA_924,0.86,637
BRZ_1469,SCA_925,0.84,637
BRZ_1469,SCA_926,0.87,637
BRZ_1469,SCA_927,0.88,637
BRZ_1469,SCA_929,0.84,637
BRZ_1469,SCA_930,0.87,637
BRZ_1469,SCA_931,0.85,637
BRZ_1469,SCA_932,0.76,637
BRZ_1469,SCA_933,0.86,637
BRZ_1469,TX_1098,0.82,637
BRZ_1469,TX_1099,0.86,637
BRZ_1469,TX_1100,0.87,637
BRZ_1469,TX_1101,0.87,637
BRZ_1469,TX_1104,0.55,637
BRZ_1469,TX_1105,0.86,637
BRZ_1469,TX_1107,0.86,637
BRZ_1469,TX_1109,0.59,637
BRZ_1469,TX_1110,0.86,637
BRZ_1469,TX_1111,0.85,637
BRZ_1469,TX_1113,0.85,637
BRZ_1469,TX_1114,0.85,637
BRZ_1469,TX_1120,0.85,637
BRZ_1469,TX_1121,0.75,637
BRZ_1469,TX_1122,0.87,637
BRZ_1469,TX_1123,0.86,637
BRZ_1469,TX_1125,0.86,637
BRZ_1469,TX_1126,0.86,637
BRZ_1469,TX_1127,0.85,637
BRZ_1469,TX_1128,0.86,637
BRZ_1469,TX_1130,0.87,637
BRZ_1469,TX_1131,0.85,637
BRZ_1469,TX_1132,0.81,637
BRZ_1469,TX_1133,0.84,637
BRZ_1469,TX_1134,0.81,637
BRZ_1469,TX_1135,0.82,637
BRZ_1469,TX_1136,0.83,637
BRZ_1469,TX_1137,0.37,637
BRZ_1469,TX_1138,0.79,637
BRZ_1469,TX_1139,0.25,637
BRZ_1469,TX_1140,0.74,637
BRZ_1469,TX_1141,0.54,637
BRZ_1469,TX_1142,0.6,637
BRZ_1469,TX_1143,0.82,637
BRZ_1469,TX_1144,0.69,637
BRZ_1469,TX_1145,0.58,637
BRZ_1469,TX_1146,0.79,637
BRZ_1469,VZ_1000,0.84,637
BRZ_1469,VZ_1001,0.81,637
BRZ_1469,VZ_1002,0.87,637
BRZ_1469,VZ_1004,0.87,637
BRZ_1469,VZ_1005,0.86,637
BRZ_1469,VZ_1006,0.78,637
BRZ_1469,VZ_1007,0.54,637
BRZ_1469,VZ_1009,0.58,637
BRZ_1469,VZ_1010,0.84,637
BRZ_1469,VZ_1019,0.86,637
BRZ_1469,VZ_1020,0.77,637
BRZ_1469,VZ_1021,0.77,637
BRZ_1469,VZ_1022,0.38,637
BRZ_1469,VZ_1026,0.59,637
BRZ_1469,VZ_1027,0.87,637
BRZ_1469,VZ_1029,0.89,637
BRZ_1469,VZ_670,0.33,637
BRZ_1469,VZ_671,0.88,637
BRZ_1469,VZ_672,0.87,637
BRZ_1469,VZ_673,0.86,637
BRZ_1469,VZ_674,0.83,637
BRZ_1469,VZ_675,0.87,637
BRZ_1469,VZ_676,0.73,637
BRZ_1469,VZ_677,0.86,637
BRZ_1469,VZ_678,0.86,637
BRZ_1469,VZ_679,0.84,637
BRZ_1469,VZ_680,0.86,637
BRZ_1469,VZ_681,0.86,637
BRZ_1469,VZ_682,0.86,637
BRZ_1469,VZ_683,0.52,637
BRZ_1469,VZ_684,0.85,637
BRZ_1469,VZ_685,0.86,637
BRZ_1469,VZ_686,0.87,637
BRZ_1469,VZ_687,0.87,637
BRZ_1469,VZ_688,0.85,637
BRZ_1469,VZ_689,0.88,637
BRZ_1469,VZ_690,0.88,637
BRZ_1469,VZ_691,0.85,637
BRZ_1469,VZ_692,0.53,637
BRZ_1469,VZ_693,0.83,637
BRZ_1469,VZ_694,0.87,637
BRZ_1469,VZ_695,0.57,637
BRZ_1469,VZ_701,0.87,637
BRZ_1469,VZ_702,0.84,637
BRZ_1469,VZ_703,0.87,637
BRZ_1469,VZ_704,0.27,637
BRZ_1469,VZ_705,0.87,637
BRZ_1469,VZ_706,0.86,637
BRZ_1469,VZ_707,0.84,637
BRZ_1469,VZ_708,0.79,637
BRZ_1469,VZ_709,0.36,637
BRZ_1469,VZ_992,0.62,637
BRZ_1469,VZ_993,0.46,637
BRZ_1469,VZ_994,0.45,637
BRZ_1469,VZ_995,0.75,637
BRZ_1469,VZ_996,0.78,637
BRZ_1469,VZ_997,0.87,637
BRZ_1469,VZ_999,0.32,532
BRZ_1470,BRZ_1472,0.8,637
BRZ_1470,BRZ_1473,0.77,1616
BRZ_1470,BRZ_1479,0.85,1875
BRZ_1470,BRZ_1480,0.85,1875
BRZ_1470,BRZ_1481,0.86,1875
BRZ_1470,BRZ_1483,0.77,1437
BRZ_1470,BRZ_1485,0.85,1875
BRZ_1470,BRZ_1486,0.81,1875
BRZ_1470,BRZ_1487,0.85,1875
BRZ_1470,BRZ_1488,0.85,1875
BRZ_1470,BRZ_1489,0.86,1875
BRZ_1470,BRZ_1490,0.78,445
BRZ_1470,BRZ_1503,0.77,1875
BRZ_1470,BRZ_1435,0.78,1389
BRZ_1470,BRZ_1436,0.78,1310
BRZ_1470,BRZ_1437,0.87,1875
BRZ_1470,BRZ_1438,0.85,1875
BRZ_1470,BRZ_1439,0.86,1875
BRZ_1470,BRZ_1440,0.85,1875
BRZ_1470,BRZ_1441,0.86,1875
BRZ_1470,BRZ_1442,0.79,1317
BRZ_1470,BRZ_1443,0.85,1875
BRZ_1470,BRZ_1444,0.87,1875
BRZ_1470,BRZ_1445,0.86,1875
BRZ_1470,BRZ_1446,0.85,1875
BRZ_1470,BRZ_1447,0.86,1875
BRZ_1470,BRZ_1448,0.86,1875
BRZ_1470,BRZ_1449,0.8,1875
BRZ_1470,BRZ_1450,0.78,1875
BRZ_1470,BRZ_1459,0.87,1875
BRZ_1470,BRZ_1509,0.72,956
BRZ_1470,BRZ_1510,0.86,1875
BRZ_1470,BRZ_1511,0.85,1875
BRZ_1470,KEY_1155,0.83,1875
BRZ_1470,KEY_1156,0.85,1875
BRZ_1470,KEY_1157,0.72,1408
BRZ_1470,KEY_1158,0.86,1875
BRZ_1470,KEY_1159,0.82,1875
BRZ_1470,KEY_1160,0.86,1875
BRZ_1470,KEY_1163,0.85,1875
BRZ_1470,KEY_1164,0.79,1875
BRZ_1470,KEY_1165,0.85,1875
BRZ_1470,KEY_1166,0.86,1875
BRZ_1470,KEY_1167,0.85,1875
BRZ_1470,KEY_1168,0.84,1875
BRZ_1470,KEY_1169,0.84,1875
BRZ_1470,KEY_1170,0.79,1875
BRZ_1470,KEY_1171,0.85,1875
BRZ_1470,KEY_1172,0.86,1875
BRZ_1470,KEY_1173,0.87,1875
BRZ_1470,KEY_1174,0.85,1875
BRZ_1470,KEY_1175,0.86,1875
BRZ_1470,KEY_1176,0.86,1875
BRZ_1470,KEY_1177,0.85,1875
BRZ_1470,KEY_1178,0.86,1875
BRZ_1470,KEY_1179,0.73,1795
BRZ_1470,KEY_1180,0.73,1731
BRZ_1470,KEY_1181,0.72,1644
BRZ_1470,KEY_1182,0.74,1364
BRZ_1470,KEY_1183,0.85,1875
BRZ_1470,KEY_1184,0.85,1875
BRZ_1470,KEY_1185,0.8,1875
BRZ_1470,KEY_1186,0.78,1875
BRZ_1470,KEY_1187,0.76,1875
BRZ_1470,KEY_1188,0.84,1875
BRZ_1470,KEY_1189,0.85,1875
BRZ_1470,KEY_1190,0.7,670
BRZ_1470,KEY_1191,0.86,1875
BRZ_1470,KEY_1193,0.72,1436
BRZ_1470,KEY_1370,0.84,1875
BRZ_1470,KEY_1371,0.86,1875
BRZ_1470,KEY_1372,0.76,1875
BRZ_1470,KEY_1373,0.81,1875
BRZ_1470,KEY_1374,0.76,1632
BRZ_1470,KEY_1375,0.85,1875
BRZ_1470,KEY_1376,0.76,1754
BRZ_1470,KEY_1377,0.85,1875
BRZ_1470,KEY_1378,0.85,1875
BRZ_1470,KEY_1379,0.85,1875
BRZ_1470,KEY_1381,0.78,1875
BRZ_1470,KEY_1382,0.85,1875
BRZ_1470,KEY_1383,0.77,1548
BRZ_1470,KEY_1391,0.67,467
BRZ_1470,KEY_1392,0.73,1639
BRZ_1470,KEY_1393,0.81,1875
BRZ_1470,KEY_1396,0.78,1497
BRZ_1470,KEY_1397,0.83,1875
BRZ_1470,KEY_1398,0.76,1451
BRZ_1470,KEY_1399,0.83,1875
BRZ_1470,KEY_1403,0.79,1875
BRZ_1470,KEY_1404,0.85,1875
BRZ_1470,KEY_1405,0.85,1875
BRZ_1470,KEY_1406,0.83,1875
BRZ_1470,KEY_1407,0.84,1875
BRZ_1470,KEY_1409,0.85,1875
BRZ_1470,KEY_1410,0.87,1875
BRZ_1470,KEY_1411,0.86,1875
BRZ_1470,MRT_1299,0.86,1875
BRZ_1470,MRT_1300,0.87,1875
BRZ_1470,MRT_1301,0.78,1875
BRZ_1470,MRT_1302,0.74,1552
BRZ_1470,MRT_1303,0.85,1875
BRZ_1470,MRT_1304,0.76,1782
BRZ_1470,MRT_1305,0.86,1875
BRZ_1470,MRT_1306,0.86,1875
BRZ_1470,MRT_1307,0.87,1875
BRZ_1470,MRT_1308,0.85,1875
BRZ_1470,MRT_1309,0.86,1875
BRZ_1470,MRT_1310,0.86,1875
BRZ_1470,MRT_1315,0.85,1875
BRZ_1470,MRT_1316,0.86,1875
BRZ_1470,MRT_1317,0.86,1875
BRZ_1470,MRT_1318,0.85,1875
BRZ_1470,MRT_1319,0.86,1875
BRZ_1470,MRT_1320,0.86,1875
BRZ_1470,MRT_1321,0.86,1875
BRZ_1470,MRT_1322,0.86,1875
BRZ_1470,MRT_1323,0.87,1875
BRZ_1470,MRT_1324,0.85,1875
BRZ_1470,MRT_1325,0.86,1875
BRZ_1470,MRT_1326,0.86,1875
BRZ_1470,MRT_1327,0.86,1875
BRZ_1470,MRT_1328,0.85,1875
BRZ_1470,MRT_1329,0.85,1875
BRZ_1470,MRT_1330,0.71,1468
BRZ_1470,MRT_1331,0.72,1286
BRZ_1470,MRT_1332,0.7,1436
BRZ_1470,MRT_1333,0.86,1875
BRZ_1470,MRT_1334,0.73,1500
BRZ_1470,MRT_1335,0.86,1875
BRZ_1470,MRT_1336,0.86,1875
BRZ_1470,MRT_1337,0.86,1875
BRZ_1470,MRT_1338,0.77,1875
BRZ_1470,MRT_1339,0.72,1672
BRZ_1470,MRT_1340,0.8,1875
BRZ_1470,MRT_1341,0.85,1875
BRZ_1470,MRT_1342,0.73,1671
BRZ_1470,MRT_1343,0.74,1735
BRZ_1470,MRT_1347,0.74,1875
BRZ_1470,MRT_1348,0.78,1875
BRZ_1470,MRT_1349,0.83,1875
BRZ_1470,MRT_1350,0.72,1098
BRZ_1470,PNS_792,0.86,1875
BRZ_1470,PNS_793,0.85,1875
BRZ_1470,PNS_794,0.84,1875
BRZ_1470,PNS_795,0.75,1617
BRZ_1470,PNS_796,0.86,1875
BRZ_1470,PNS_797,0.85,1875
BRZ_1470,PNS_798,0.86,1875
BRZ_1470,PNS_799,0.87,1875
BRZ_1470,PNS_800,0.82,1875
BRZ_1470,PNS_801,0.87,1875
BRZ_1470,PNS_802,0.84,1875
BRZ_1470,PNS_803,0.85,1875
BRZ_1470,PNS_808,0.85,1875
BRZ_1470,PNS_809,0.85,1875
BRZ_1470,PNS_810,0.86,1875
BRZ_1470,PNS_811,0.86,1875
BRZ_1470,PNS_812,0.85,1875
BRZ_1470,PNS_813,0.86,1875
BRZ_1470,PNS_814,0.86,1875
BRZ_1470,PNS_815,0.86,1875
BRZ_1470,PNS_817,0.7,1169
BRZ_1470,PNS_818,0.86,1875
BRZ_1470,PNS_819,0.86,1875
BRZ_1470,PNS_821,0.83,1875
BRZ_1470,PNS_822,0.76,1490
BRZ_1470,PNS_823,0.86,1875
BRZ_1470,PNS_824,0.74,1237
BRZ_1470,PNS_825,0.74,1432
BRZ_1470,PNS_826,0.86,1875
BRZ_1470,PNS_827,0.86,1875
BRZ_1470,PNS_828,0.79,1068
BRZ_1470,PNS_829,0.86,1875
BRZ_1470,PNS_830,0.85,1875
BRZ_1470,PNS_831,0.86,1875
BRZ_1470,PNS_833,0.73,1842
BRZ_1470,PR_1038,0.85,1875
BRZ_1470,PR_1040,0.75,1265
BRZ_1470,PR_1041,0.75,1463
BRZ_1470,PR_1042,0.77,1870
BRZ_1470,PR_1043,0.85,1875
BRZ_1470,PR_1046,0.79,498
BRZ_1470,PR_1047,0.84,1875
BRZ_1470,PR_1050,0.86,1875
BRZ_1470,PR_1051,0.84,1875
BRZ_1470,PR_1052,0.85,1875
BRZ_1470,PR_1053,0.85,1875
BRZ_1470,PR_1054,0.78,1581
BRZ_1470,PR_1055,0.76,1837
BRZ_1470,PR_1056,0.86,1875
BRZ_1470,PR_1057,0.85,1875
BRZ_1470,PR_1058,0.78,1875
BRZ_1470,PR_1060,0.85,1875
BRZ_1470,PR_1061,0.81,1875
BRZ_1470,PR_1062,0.86,1875
BRZ_1470,PR_1063,0.71,1552
BRZ_1470,PR_945,0.85,1875
BRZ_1470,PR_946,0.73,1405
BRZ_1470,PR_947,0.73,1239
BRZ_1470,PR_948,0.68,618
BRZ_1470,PR_949,0.74,1604
BRZ_1470,PR_950,0.85,1875
BRZ_1470,PR_951,0.78,1741
BRZ_1470,PR_952,0.86,1875
BRZ_1470,PR_953,0.77,1875
BRZ_1470,PR_954,0.83,1875
BRZ_1470,PR_955,0.74,1868
BRZ_1470,PR_957,0.85,1875
BRZ_1470,PR_958,0.79,1875
BRZ_1470,PR_960,0.81,1875
BRZ_1470,PR_961,0.85,1875
BRZ_1470,PR_963,0.82,1875
BRZ_1470,PR_964,0.87,1875
BRZ_1470,PR_965,0.75,1870
BRZ_1470,PR_966,0.86,1875
BRZ_1470,PR_967,0.86,1875
BRZ_1470,PR_968,0.85,1875
BRZ_1470,PR_971,0.85,1875
BRZ_1470,PR_972,0.66,445
BRZ_1470,PR_973,0.69,589
BRZ_1470,PR_974,0.72,1363
BRZ_1470,PR_975,0.86,1875
BRZ_1470,PR_976,0.87,1875
BRZ_1470,PR_977,0.85,1875
BRZ_1470,PR_979,0.85,1875
BRZ_1470,SCA_1195,0.83,1875
BRZ_1470,SCA_1196,0.85,1875
BRZ_1470,SCA_1197,0.86,1875
BRZ_1470,SCA_1198,0.86,1875
BRZ_1470,SCA_1199,0.86,1875
BRZ_1470,SCA_1200,0.86,1875
BRZ_1470,SCA_1201,0.86,1875
BRZ_1470,SCA_1203,0.83,1875
BRZ_1470,SCA_1204,0.85,1875
BRZ_1470,SCA_1206,0.83,1875
BRZ_1470,SCA_1208,0.76,1574
BRZ_1470,SCA_1212,0.86,1875
BRZ_1470,SCA_1213,0.86,1875
BRZ_1470,SCA_1214,0.86,1875
BRZ_1470,SCA_1216,0.85,1875
BRZ_1470,SCA_1217,0.84,1875
BRZ_1470,SCA_1218,0.85,1875
BRZ_1470,SCA_1220,0.85,1875
BRZ_1470,SCA_1221,0.82,1875
BRZ_1470,SCA_1222,0.85,1875
BRZ_1470,SCA_1223,0.8,1875
BRZ_1470,SCA_1224,0.85,1875
BRZ_1470,SCA_1225,0.84,1875
BRZ_1470,SCA_1226,0.85,1875
BRZ_1470,SCA_1227,0.84,1875
BRZ_1470,SCA_1230,0.84,1875
BRZ_1470,SCA_1231,0.74,1866
BRZ_1470,SCA_1232,0.84,1875
BRZ_1470,SCA_1233,0.86,1875
BRZ_1470,SCA_1234,0.78,1440
BRZ_1470,SCA_1239,0.73,1446
BRZ_1470,SCA_1240,0.78,1356
BRZ_1470,SCA_848,0.86,1875
BRZ_1470,SCA_853,0.81,1005
BRZ_1470,SCA_854,0.86,1875
BRZ_1470,SCA_857,0.79,1076
BRZ_1470,SCA_869,0.8,467
BRZ_1470,SCA_871,0.77,1875
BRZ_1470,SCA_874,0.74,1546
BRZ_1470,SCA_876,0.83,1875
BRZ_1470,SCA_877,0.76,639
BRZ_1470,SCA_880,0.85,1875
BRZ_1470,SCA_896,0.86,1875
BRZ_1470,SCA_897,0.85,1875
BRZ_1470,SCA_914,0.81,699
BRZ_1470,SCA_915,0.79,569
BRZ_1470,SCA_916,0.86,1875
BRZ_1470,SCA_917,0.85,1875
BRZ_1470,SCA_918,0.84,1875
BRZ_1470,SCA_919,0.78,1632
BRZ_1470,SCA_920,0.79,1361
BRZ_1470,SCA_921,0.84,1875
BRZ_1470,SCA_922,0.86,1875
BRZ_1470,SCA_923,0.79,551
BRZ_1470,SCA_924,0.86,1875
BRZ_1470,SCA_925,0.85,1875
BRZ_1470,SCA_926,0.84,1875
BRZ_1470,SCA_927,0.86,1875
BRZ_1470,SCA_929,0.84,1875
BRZ_1470,SCA_930,0.85,1875
BRZ_1470,SCA_931,0.86,1875
BRZ_1470,SCA_932,0.78,1875
BRZ_1470,SCA_933,0.84,1875
BRZ_1470,TX_1098,0.83,1875
BRZ_1470,TX_1099,0.85,1875
BRZ_1470,TX_1100,0.86,1875
BRZ_1470,TX_1101,0.86,1875
BRZ_1470,TX_1104,0.78,1227
BRZ_1470,TX_1105,0.87,1875
BRZ_1470,TX_1107,0.86,1875
BRZ_1470,TX_1109,0.78,1280
BRZ_1470,TX_1110,0.86,1875
BRZ_1470,TX_1111,0.87,1875
BRZ_1470,TX_1113,0.85,1875
BRZ_1470,TX_1114,0.86,1875
BRZ_1470,TX_1120,0.86,1875
BRZ_1470,TX_1121,0.78,1687
BRZ_1470,TX_1122,0.85,1875
BRZ_1470,TX_1123,0.86,1875
BRZ_1470,TX_1125,0.85,1875
BRZ_1470,TX_1126,0.86,1875
BRZ_1470,TX_1127,0.85,1875
BRZ_1470,TX_1128,0.85,1875
BRZ_1470,TX_1130,0.85,1875
BRZ_1470,TX_1131,0.86,1875
BRZ_1470,TX_1132,0.84,1875
BRZ_1470,TX_1133,0.84,1875
BRZ_1470,TX_1134,0.82,1875
BRZ_1470,TX_1135,0.84,1875
BRZ_1470,TX_1136,0.84,1875
BRZ_1470,TX_1137,0.71,943
BRZ_1470,TX_1138,0.81,1875
BRZ_1470,TX_1139,0.75,771
BRZ_1470,TX_1140,0.75,1875
BRZ_1470,TX_1141,0.75,1473
BRZ_1470,TX_1142,0.74,1649
BRZ_1470,TX_1143,0.8,1875
BRZ_1470,TX_1144,0.73,1785
BRZ_1470,TX_1145,0.75,1542
BRZ_1470,TX_1146,0.8,1875
BRZ_1470,VZ_1000,0.85,1875
BRZ_1470,VZ_1001,0.83,1875
BRZ_1470,VZ_1002,0.85,1875
BRZ_1470,VZ_1004,0.86,1875
BRZ_1470,VZ_1005,0.85,1875
BRZ_1470,VZ_1006,0.77,1875
BRZ_1470,VZ_1007,0.76,1237
BRZ_1470,VZ_1009,0.78,1260
BRZ_1470,VZ_1010,0.85,1875
BRZ_1470,VZ_1019,0.84,1875
BRZ_1470,VZ_1020,0.75,1814
BRZ_1470,VZ_1021,0.75,1833
BRZ_1470,VZ_1022,0.71,1215
BRZ_1470,VZ_1026,0.78,1348
BRZ_1470,VZ_1027,0.86,1875
BRZ_1470,VZ_1029,0.86,1875
BRZ_1470,VZ_670,0.75,919
BRZ_1470,VZ_671,0.85,1875
BRZ_1470,VZ_672,0.86,1875
BRZ_1470,VZ_673,0.87,1875
BRZ_1470,VZ_674,0.85,1875
BRZ_1470,VZ_675,0.85,1875
BRZ_1470,VZ_676,0.77,1704
BRZ_1470,VZ_677,0.86,1875
BRZ_1470,VZ_678,0.85,1875
BRZ_1470,VZ_679,0.84,1875
BRZ_1470,VZ_680,0.85,1875
BRZ_1470,VZ_681,0.87,1875
BRZ_1470,VZ_682,0.85,1875
BRZ_1470,VZ_683,0.78,1181
BRZ_1470,VZ_684,0.85,1875
BRZ_1470,VZ_685,0.85,1875
BRZ_1470,VZ_686,0.85,1875
BRZ_1470,VZ_687,0.86,1875
BRZ_1470,VZ_688,0.87,1875
BRZ_1470,VZ_689,0.86,1875
BRZ_1470,VZ_690,0.86,1875
BRZ_1470,VZ_691,0.85,1875
BRZ_1470,VZ_692,0.75,1627
BRZ_1470,VZ_693,0.85,1875
BRZ_1470,VZ_694,0.86,1875
BRZ_1470,VZ_695,0.73,1647
BRZ_1470,VZ_701,0.86,1875
BRZ_1470,VZ_702,0.85,1875
BRZ_1470,VZ_703,0.85,1875
BRZ_1470,VZ_704,0.7,916
BRZ_1470,VZ_705,0.86,1875
BRZ_1470,VZ_706,0.84,1875
BRZ_1470,VZ_707,0.86,1875
BRZ_1470,VZ_708,0.82,1875
BRZ_1470,VZ_709,0.74,1147
BRZ_1470,VZ_992,0.77,1523
BRZ_1470,VZ_993,0.8,1200
BRZ_1470,VZ_994,0.76,1095
BRZ_1470,VZ_995,0.77,1875
BRZ_1470,VZ_996,0.77,1875
BRZ_1470,VZ_997,0.85,1875
BRZ_1470,VZ_999,0.81,532
BRZ_1472,BRZ_1473,0.63,637
BRZ_1472,BRZ_1479,0.84,637
BRZ_1472,BRZ_1480,0.85,637
BRZ_1472,BRZ_1481,0.85,637
BRZ_1472,BRZ_1483,0.56,637
BRZ_1472,BRZ_1485,0.84,637
BRZ_1472,BRZ_1486,0.82,637
BRZ_1472,BRZ_1487,0.83,637
BRZ_1472,BRZ_1488,0.85,637
BRZ_1472,BRZ_1489,0.84,637
BRZ_1472,BRZ_1490,0.19,445
BRZ_1472,BRZ_1503,0.75,637
BRZ_1472,BRZ_1435,0.55,637
BRZ_1472,BRZ_1436,0.47,637
BRZ_1472,BRZ_1437,0.85,637
BRZ_1472,BRZ_1438,0.84,637
BRZ_1472,BRZ_1439,0.85,637
BRZ_1472,BRZ_1440,0.85,637
BRZ_1472,BRZ_1441,0.83,637
BRZ_1472,BRZ_1442,0.56,637
BRZ_1472,BRZ_1443,0.85,637
BRZ_1472,BRZ_1444,0.85,637
BRZ_1472,BRZ_1445,0.84,637
BRZ_1472,BRZ_1446,0.84,637
BRZ_1472,BRZ_1447,0.85,637
BRZ_1472,BRZ_1448,0.86,637
BRZ_1472,BRZ_1449,0.79,637
BRZ_1472,BRZ_1450,0.75,637
BRZ_1472,BRZ_1459,0.87,637
BRZ_1472,BRZ_1509,0.27,637
BRZ_1472,BRZ_1510,0.84,637
BRZ_1472,BRZ_1511,0.84,637
BRZ_1472,KEY_1155,0.76,637
BRZ_1472,KEY_1156,0.83,637
BRZ_1472,KEY_1157,0.44,637
BRZ_1472,KEY_1158,0.84,637
BRZ_1472,KEY_1159,0.78,637
BRZ_1472,KEY_1160,0.84,637
BRZ_1472,KEY_1163,0.84,637
BRZ_1472,KEY_1164,0.74,637
BRZ_1472,KEY_1165,0.82,637
BRZ_1472,KEY_1166,0.84,637
BRZ_1472,KEY_1167,0.85,637
BRZ_1472,KEY_1168,0.84,637
BRZ_1472,KEY_1169,0.84,637
BRZ_1472,KEY_1170,0.79,637
BRZ_1472,KEY_1171,0.84,637
BRZ_1472,KEY_1172,0.84,637
BRZ_1472,KEY_1173,0.85,637
BRZ_1472,KEY_1174,0.84,637
BRZ_1472,KEY_1175,0.84,637
BRZ_1472,KEY_1176,0.86,637
BRZ_1472,KEY_1177,0.84,637
BRZ_1472,KEY_1178,0.84,637
BRZ_1472,KEY_1179,0.65,637
BRZ_1472,KEY_1180,0.55,637
BRZ_1472,KEY_1181,0.51,637
BRZ_1472,KEY_1182,0.39,637
BRZ_1472,KEY_1183,0.83,637
BRZ_1472,KEY_1184,0.83,637
BRZ_1472,KEY_1185,0.76,637
BRZ_1472,KEY_1186,0.73,637
BRZ_1472,KEY_1187,0.69,637
BRZ_1472,KEY_1188,0.83,637
BRZ_1472,KEY_1189,0.84,637
BRZ_1472,KEY_1190,0.17,637
BRZ_1472,KEY_1191,0.84,637
BRZ_1472,KEY_1193,0.43,637
BRZ_1472,KEY_1370,0.81,637
BRZ_1472,KEY_1371,0.86,637
BRZ_1472,KEY_1372,0.74,637
BRZ_1472,KEY_1373,0.8,637
BRZ_1472,KEY_1374,0.7,637
BRZ_1472,KEY_1375,0.84,637
BRZ_1472,KEY_1376,0.71,637
BRZ_1472,KEY_1377,0.82,637
BRZ_1472,KEY_1378,0.85,637
BRZ_1472,KEY_1379,0.85,637
BRZ_1472,KEY_1381,0.78,637
BRZ_1472,KEY_1382,0.85,637
BRZ_1472,KEY_1383,0.69,637
BRZ_1472,KEY_1391,0.18,467
BRZ_1472,KEY_1392,0.56,637
BRZ_1472,KEY_1393,0.82,637
BRZ_1472,KEY_1396,0.61,637
BRZ_1472,KEY_1397,0.83,637
BRZ_1472,KEY_1398,0.63,637
BRZ_1472,KEY_1399,0.82,637
BRZ_1472,KEY_1403,0.79,637
BRZ_1472,KEY_1404,0.82,637
BRZ_1472,KEY_1405,0.85,637
BRZ_1472,KEY_1406,0.83,637
BRZ_1472,KEY_1407,0.84,637
BRZ_1472,KEY_1409,0.83,637
BRZ_1472,KEY_1410,0.84,637
BRZ_1472,KEY_1411,0.84,637
