sample_1,sample_2,identical,n
PR_1058,VZ_1026,0.78,1348
PR_1058,VZ_1027,0.87,1889
PR_1058,VZ_1029,0.87,1889
PR_1058,VZ_670,0.76,919
PR_1058,VZ_671,0.86,1889
PR_1058,VZ_672,0.86,1889
PR_1058,VZ_673,0.86,1889
PR_1058,VZ_674,0.86,1889
PR_1058,VZ_675,0.86,1889
PR_1058,VZ_676,0.77,1704
PR_1058,VZ_677,0.85,1889
PR_1058,VZ_678,0.86,1889
PR_1058,VZ_679,0.84,1889
PR_1058,VZ_680,0.86,1889
PR_1058,VZ_681,0.86,1889
PR_1058,VZ_682,0.85,1889
PR_1058,VZ_683,0.75,1181
PR_1058,VZ_684,0.86,1889
PR_1058,VZ_685,0.86,1889
PR_1058,VZ_686,0.86,1889
PR_1058,VZ_687,0.85,1889
PR_1058,VZ_688,0.86,1889
PR_1058,VZ_689,0.86,1889
PR_1058,VZ_690,0.86,1889
PR_1058,VZ_691,0.85,1889
PR_1058,VZ_692,0.75,1627
PR_1058,VZ_693,0.85,1889
PR_1058,VZ_694,0.86,1889
PR_1058,VZ_695,0.75,1647
PR_1058,VZ_701,0.87,1889
PR_1058,VZ_702,0.86,1889
PR_1058,VZ_703,0.86,1889
PR_1058,VZ_704,0.74,916
PR_1058,VZ_705,0.86,1889
PR_1058,VZ_706,0.84,1889
PR_1058,VZ_707,0.85,1889
PR_1058,VZ_708,0.82,1889
PR_1058,VZ_709,0.75,1147
PR_1058,VZ_992,0.75,1523
PR_1058,VZ_993,0.76,1200
PR_1058,VZ_994,0.78,1095
PR_1058,VZ_995,0.77,1889
PR_1058,VZ_996,0.77,1889
PR_1058,VZ_997,0.84,1889
PR_1058,VZ_999,0.78,532
PR_1060,PR_1061,0.87,1969
PR_1060,PR_1062,0.87,2115
PR_1060,PR_1063,0.84,1552
PR_1060,PR_945,0.86,2115
PR_1060,PR_946,0.86,1405
PR_1060,PR_947,0.86,1239
PR_1060,PR_948,0.85,618
PR_1060,PR_949,0.86,1604
PR_1060,PR_950,0.86,2115
PR_1060,PR_951,0.86,1741
PR_1060,PR_952,0.87,2115
PR_1060,PR_953,0.84,1940
PR_1060,PR_954,0.86,2065
PR_1060,PR_955,0.85,1868
PR_1060,PR_957,0.86,2111
PR_1060,PR_958,0.85,1988
PR_1060,PR_960,0.85,2042
PR_1060,PR_961,0.86,2108
PR_1060,PR_963,0.85,2076
PR_1060,PR_964,0.87,2115
PR_1060,PR_965,0.86,1870
PR_1060,PR_966,0.87,2115
PR_1060,PR_967,0.87,2115
PR_1060,PR_968,0.85,2115
PR_1060,PR_971,0.86,2115
PR_1060,PR_972,0.84,445
PR_1060,PR_973,0.86,589
PR_1060,PR_974,0.84,1363
PR_1060,PR_975,0.87,2115
PR_1060,PR_976,0.86,2115
PR_1060,PR_977,0.86,2115
PR_1060,PR_979,0.85,2115
PR_1060,SCA_1195,0.87,2005
PR_1060,SCA_1196,0.86,2110
PR_1060,SCA_1197,0.86,2115
PR_1060,SCA_1198,0.87,2115
PR_1060,SCA_1199,0.86,2115
PR_1060,SCA_1200,0.87,2115
PR_1060,SCA_1201,0.87,2115
PR_1060,SCA_1203,0.86,2066
PR_1060,SCA_1204,0.85,2096
PR_1060,SCA_1206,0.84,2041
PR_1060,SCA_1208,0.86,1574
PR_1060,SCA_1212,0.86,2115
PR_1060,SCA_1213,0.86,2115
PR_1060,SCA_1214,0.88,2115
PR_1060,SCA_1216,0.86,2115
PR_1060,SCA_1217,0.86,2115
PR_1060,SCA_1218,0.86,2086
PR_1060,SCA_1220,0.85,2081
PR_1060,SCA_1221,0.88,1955
PR_1060,SCA_1222,0.86,2115
PR_1060,SCA_1223,0.87,1927
PR_1060,SCA_1224,0.86,2115
PR_1060,SCA_1225,0.86,2075
PR_1060,SCA_1226,0.85,2114
PR_1060,SCA_1227,0.84,2115
PR_1060,SCA_1230,0.86,2092
PR_1060,SCA_1231,0.84,1866
PR_1060,SCA_1232,0.86,2115
PR_1060,SCA_1233,0.87,2115
PR_1060,SCA_1234,0.88,1440
PR_1060,SCA_1239,0.85,1446
PR_1060,SCA_1240,0.86,1356
PR_1060,SCA_848,0.87,2115
PR_1060,SCA_853,0.88,1005
PR_1060,SCA_854,0.86,2115
PR_1060,SCA_857,0.86,1076
PR_1060,SCA_869,0.83,467
PR_1060,SCA_871,0.84,1913
PR_1060,SCA_874,0.84,1546
PR_1060,SCA_876,0.85,2077
PR_1060,SCA_877,0.83,639
PR_1060,SCA_880,0.84,2115
PR_1060,SCA_896,0.86,2115
PR_1060,SCA_897,0.86,2093
PR_1060,SCA_914,0.85,699
PR_1060,SCA_915,0.86,569
PR_1060,SCA_916,0.85,2115
PR_1060,SCA_917,0.84,2113
PR_1060,SCA_918,0.85,2066
PR_1060,SCA_919,0.85,1632
PR_1060,SCA_920,0.85,1361
PR_1060,SCA_921,0.84,2107
PR_1060,SCA_922,0.86,2115
PR_1060,SCA_923,0.81,551
PR_1060,SCA_924,0.86,2115
PR_1060,SCA_925,0.85,2111
PR_1060,SCA_926,0.86,2076
PR_1060,SCA_927,0.87,2115
PR_1060,SCA_929,0.85,2092
PR_1060,SCA_930,0.87,2115
PR_1060,SCA_931,0.86,2112
PR_1060,SCA_932,0.86,1907
PR_1060,SCA_933,0.86,2104
PR_1060,TX_1098,0.86,2035
PR_1060,TX_1099,0.87,2115
PR_1060,TX_1100,0.87,2115
PR_1060,TX_1101,0.87,2115
PR_1060,TX_1104,0.85,1227
PR_1060,TX_1105,0.87,2115
PR_1060,TX_1107,0.85,2115
PR_1060,TX_1109,0.86,1280
PR_1060,TX_1110,0.86,2115
PR_1060,TX_1111,0.86,2115
PR_1060,TX_1113,0.87,2115
PR_1060,TX_1114,0.88,2115
PR_1060,TX_1120,0.86,2115
PR_1060,TX_1121,0.86,1687
PR_1060,TX_1122,0.86,2089
PR_1060,TX_1123,0.87,2115
PR_1060,TX_1125,0.86,2115
PR_1060,TX_1126,0.85,2115
PR_1060,TX_1127,0.86,2099
PR_1060,TX_1128,0.86,2115
PR_1060,TX_1130,0.86,2115
PR_1060,TX_1131,0.86,2115
PR_1060,TX_1132,0.85,2078
PR_1060,TX_1133,0.85,2115
PR_1060,TX_1134,0.84,2090
PR_1060,TX_1135,0.83,2115
PR_1060,TX_1136,0.84,2115
PR_1060,TX_1137,0.84,943
PR_1060,TX_1138,0.84,2061
PR_1060,TX_1139,0.83,771
PR_1060,TX_1140,0.84,1905
PR_1060,TX_1141,0.84,1473
PR_1060,TX_1142,0.84,1649
PR_1060,TX_1143,0.85,2016
PR_1060,TX_1144,0.85,1785
PR_1060,TX_1145,0.83,1542
PR_1060,TX_1146,0.84,2054
PR_1060,VZ_1000,0.86,2081
PR_1060,VZ_1001,0.86,2028
PR_1060,VZ_1002,0.87,2098
PR_1060,VZ_1004,0.87,2115
PR_1060,VZ_1005,0.86,2115
PR_1060,VZ_1006,0.85,1896
PR_1060,VZ_1007,0.84,1237
PR_1060,VZ_1009,0.87,1260
PR_1060,VZ_1010,0.85,2115
PR_1060,VZ_1019,0.87,2067
PR_1060,VZ_1020,0.85,1814
PR_1060,VZ_1021,0.86,1833
PR_1060,VZ_1022,0.84,1215
PR_1060,VZ_1026,0.86,1348
PR_1060,VZ_1027,0.87,2115
PR_1060,VZ_1029,0.86,2115
PR_1060,VZ_670,0.89,919
PR_1060,VZ_671,0.87,2115
PR_1060,VZ_672,0.86,2115
PR_1060,VZ_673,0.86,2115
PR_1060,VZ_674,0.86,2115
PR_1060,VZ_675,0.86,2115
PR_1060,VZ_676,0.86,1704
PR_1060,VZ_677,0.86,2115
PR_1060,VZ_678,0.86,2115
PR_1060,VZ_679,0.86,2061
PR_1060,VZ_680,0.86,2115
PR_1060,VZ_681,0.87,2115
PR_1060,VZ_682,0.86,2115
PR_1060,VZ_683,0.86,1181
PR_1060,VZ_684,0.86,2115
PR_1060,VZ_685,0.86,2115
PR_1060,VZ_686,0.85,2115
PR_1060,VZ_687,0.87,2115
PR_1060,VZ_688,0.86,2115
PR_1060,VZ_689,0.87,2115
PR_1060,VZ_690,0.86,2115
PR_1060,VZ_691,0.86,2115
PR_1060,VZ_692,0.86,1627
PR_1060,VZ_693,0.85,2105
PR_1060,VZ_694,0.86,2115
PR_1060,VZ_695,0.84,1647
PR_1060,VZ_701,0.86,2115
PR_1060,VZ_702,0.87,2115
PR_1060,VZ_703,0.86,2115
PR_1060,VZ_704,0.82,916
PR_1060,VZ_705,0.86,2115
PR_1060,VZ_706,0.85,2107
PR_1060,VZ_707,0.86,2115
PR_1060,VZ_708,0.84,2069
PR_1060,VZ_709,0.84,1147
PR_1060,VZ_992,0.84,1523
PR_1060,VZ_993,0.86,1200
PR_1060,VZ_994,0.86,1095
PR_1060,VZ_995,0.86,1919
PR_1060,VZ_996,0.85,1898
PR_1060,VZ_997,0.86,2099
PR_1060,VZ_999,0.86,532
PR_1061,PR_1062,0.87,1969
PR_1061,PR_1063,0.76,1552
PR_1061,PR_945,0.86,1969
PR_1061,PR_946,0.79,1405
PR_1061,PR_947,0.78,1239
PR_1061,PR_948,0.77,618
PR_1061,PR_949,0.79,1604
PR_1061,PR_950,0.86,1969
PR_1061,PR_951,0.81,1741
PR_1061,PR_952,0.88,1969
PR_1061,PR_953,0.79,1940
PR_1061,PR_954,0.84,1969
PR_1061,PR_955,0.79,1868
PR_1061,PR_957,0.86,1969
PR_1061,PR_958,0.8,1969
PR_1061,PR_960,0.83,1969
PR_1061,PR_961,0.86,1969
PR_1061,PR_963,0.83,1969
PR_1061,PR_964,0.86,1969
PR_1061,PR_965,0.8,1870
PR_1061,PR_966,0.87,1969
PR_1061,PR_967,0.87,1969
PR_1061,PR_968,0.86,1969
PR_1061,PR_971,0.87,1969
PR_1061,PR_972,0.77,445
PR_1061,PR_973,0.73,589
PR_1061,PR_974,0.77,1363
PR_1061,PR_975,0.87,1969
PR_1061,PR_976,0.86,1969
PR_1061,PR_977,0.86,1969
PR_1061,PR_979,0.85,1969
PR_1061,SCA_1195,0.84,1969
PR_1061,SCA_1196,0.85,1969
PR_1061,SCA_1197,0.86,1969
PR_1061,SCA_1198,0.87,1969
PR_1061,SCA_1199,0.87,1969
PR_1061,SCA_1200,0.88,1969
PR_1061,SCA_1201,0.87,1969
PR_1061,SCA_1203,0.84,1969
PR_1061,SCA_1204,0.85,1969
PR_1061,SCA_1206,0.83,1969
PR_1061,SCA_1208,0.79,1574
PR_1061,SCA_1212,0.88,1969
PR_1061,SCA_1213,0.86,1969
PR_1061,SCA_1214,0.87,1969
PR_1061,SCA_1216,0.87,1969
PR_1061,SCA_1217,0.86,1969
PR_1061,SCA_1218,0.86,1969
PR_1061,SCA_1220,0.85,1969
PR_1061,SCA_1221,0.82,1955
PR_1061,SCA_1222,0.87,1969
PR_1061,SCA_1223,0.81,1927
PR_1061,SCA_1224,0.87,1969
PR_1061,SCA_1225,0.84,1969
PR_1061,SCA_1226,0.86,1969
PR_1061,SCA_1227,0.84,1969
PR_1061,SCA_1230,0.85,1969
PR_1061,SCA_1231,0.78,1866
PR_1061,SCA_1232,0.86,1969
PR_1061,SCA_1233,0.87,1969
PR_1061,SCA_1234,0.82,1440
PR_1061,SCA_1239,0.77,1446
PR_1061,SCA_1240,0.79,1356
PR_1061,SCA_848,0.87,1969
PR_1061,SCA_853,0.83,1005
PR_1061,SCA_854,0.87,1969
PR_1061,SCA_857,0.81,1076
PR_1061,SCA_869,0.79,467
PR_1061,SCA_871,0.79,1913
PR_1061,SCA_874,0.76,1546
PR_1061,SCA_876,0.83,1969
PR_1061,SCA_877,0.78,639
PR_1061,SCA_880,0.85,1969
PR_1061,SCA_896,0.88,1969
PR_1061,SCA_897,0.86,1969
PR_1061,SCA_914,0.82,699
PR_1061,SCA_915,0.82,569
PR_1061,SCA_916,0.86,1969
PR_1061,SCA_917,0.84,1969
PR_1061,SCA_918,0.83,1969
PR_1061,SCA_919,0.81,1632
PR_1061,SCA_920,0.82,1361
PR_1061,SCA_921,0.84,1969
PR_1061,SCA_922,0.87,1969
PR_1061,SCA_923,0.77,551
PR_1061,SCA_924,0.87,1969
PR_1061,SCA_925,0.85,1969
PR_1061,SCA_926,0.84,1969
PR_1061,SCA_927,0.86,1969
PR_1061,SCA_929,0.85,1969
PR_1061,SCA_930,0.87,1969
PR_1061,SCA_931,0.87,1969
PR_1061,SCA_932,0.81,1907
PR_1061,SCA_933,0.85,1969
PR_1061,TX_1098,0.84,1969
PR_1061,TX_1099,0.86,1969
PR_1061,TX_1100,0.87,1969
PR_1061,TX_1101,0.87,1969
PR_1061,TX_1104,0.83,1227
PR_1061,TX_1105,0.88,1969
PR_1061,TX_1107,0.86,1969
PR_1061,TX_1109,0.82,1280
PR_1061,TX_1110,0.88,1969
PR_1061,TX_1111,0.86,1969
PR_1061,TX_1113,0.86,1969
PR_1061,TX_1114,0.87,1969
PR_1061,TX_1120,0.86,1969
PR_1061,TX_1121,0.81,1687
PR_1061,TX_1122,0.85,1969
PR_1061,TX_1123,0.87,1969
PR_1061,TX_1125,0.86,1969
PR_1061,TX_1126,0.88,1969
PR_1061,TX_1127,0.86,1969
PR_1061,TX_1128,0.86,1969
PR_1061,TX_1130,0.86,1969
PR_1061,TX_1131,0.86,1969
PR_1061,TX_1132,0.85,1969
PR_1061,TX_1133,0.86,1969
PR_1061,TX_1134,0.83,1969
PR_1061,TX_1135,0.84,1969
PR_1061,TX_1136,0.85,1969
PR_1061,TX_1137,0.74,943
PR_1061,TX_1138,0.81,1969
PR_1061,TX_1139,0.79,771
PR_1061,TX_1140,0.78,1905
PR_1061,TX_1141,0.77,1473
PR_1061,TX_1142,0.78,1649
PR_1061,TX_1143,0.81,1969
PR_1061,TX_1144,0.78,1785
PR_1061,TX_1145,0.79,1542
PR_1061,TX_1146,0.81,1969
PR_1061,VZ_1000,0.86,1969
PR_1061,VZ_1001,0.82,1969
PR_1061,VZ_1002,0.86,1969
PR_1061,VZ_1004,0.86,1969
PR_1061,VZ_1005,0.86,1969
PR_1061,VZ_1006,0.81,1896
PR_1061,VZ_1007,0.8,1237
PR_1061,VZ_1009,0.82,1260
PR_1061,VZ_1010,0.86,1969
PR_1061,VZ_1019,0.85,1969
PR_1061,VZ_1020,0.79,1814
PR_1061,VZ_1021,0.8,1833
PR_1061,VZ_1022,0.75,1215
PR_1061,VZ_1026,0.83,1348
PR_1061,VZ_1027,0.87,1969
PR_1061,VZ_1029,0.87,1969
PR_1061,VZ_670,0.77,919
PR_1061,VZ_671,0.87,1969
PR_1061,VZ_672,0.87,1969
PR_1061,VZ_673,0.87,1969
PR_1061,VZ_674,0.86,1969
PR_1061,VZ_675,0.87,1969
PR_1061,VZ_676,0.81,1704
PR_1061,VZ_677,0.86,1969
PR_1061,VZ_678,0.87,1969
PR_1061,VZ_679,0.85,1969
PR_1061,VZ_680,0.87,1969
PR_1061,VZ_681,0.86,1969
PR_1061,VZ_682,0.85,1969
PR_1061,VZ_683,0.81,1181
PR_1061,VZ_684,0.86,1969
PR_1061,VZ_685,0.88,1969
PR_1061,VZ_686,0.86,1969
PR_1061,VZ_687,0.87,1969
PR_1061,VZ_688,0.86,1969
PR_1061,VZ_689,0.87,1969
PR_1061,VZ_690,0.87,1969
PR_1061,VZ_691,0.86,1969
PR_1061,VZ_692,0.79,1627
PR_1061,VZ_693,0.85,1969
PR_1061,VZ_694,0.87,1969
PR_1061,VZ_695,0.77,1647
PR_1061,VZ_701,0.86,1969
PR_1061,VZ_702,0.87,1969
PR_1061,VZ_703,0.87,1969
PR_1061,VZ_704,0.76,916
PR_1061,VZ_705,0.87,1969
PR_1061,VZ_706,0.86,1969
PR_1061,VZ_707,0.86,1969
PR_1061,VZ_708,0.82,1969
PR_1061,VZ_709,0.78,1147
PR_1061,VZ_992,0.8,1523
PR_1061,VZ_993,0.82,1200
PR_1061,VZ_994,0.81,1095
PR_1061,VZ_995,0.8,1919
PR_1061,VZ_996,0.8,1898
PR_1061,VZ_997,0.85,1969
PR_1061,VZ_999,0.83,532
PR_1062,PR_1063,0.84,1552
PR_1062,PR_945,0.87,2119
PR_1062,PR_946,0.87,1405
PR_1062,PR_947,0.87,1239
PR_1062,PR_948,0.86,618
PR_1062,PR_949,0.87,1604
PR_1062,PR_950,0.88,2125
PR_1062,PR_951,0.86,1741
PR_1062,PR_952,0.88,2129
PR_1062,PR_953,0.85,1940
PR_1062,PR_954,0.87,2065
PR_1062,PR_955,0.85,1868
PR_1062,PR_957,0.87,2111
PR_1062,PR_958,0.86,1988
PR_1062,PR_960,0.85,2042
PR_1062,PR_961,0.87,2108
PR_1062,PR_963,0.85,2076
PR_1062,PR_964,0.87,2126
PR_1062,PR_965,0.86,1870
PR_1062,PR_966,0.87,2127
PR_1062,PR_967,0.86,2132
PR_1062,PR_968,0.86,2130
PR_1062,PR_971,0.87,2130
PR_1062,PR_972,0.84,445
PR_1062,PR_973,0.84,589
PR_1062,PR_974,0.87,1363
PR_1062,PR_975,0.87,2132
PR_1062,PR_976,0.87,2132
PR_1062,PR_977,0.86,2132
PR_1062,PR_979,0.86,2132
PR_1062,SCA_1195,0.87,2005
PR_1062,SCA_1196,0.86,2110
PR_1062,SCA_1197,0.85,2129
PR_1062,SCA_1198,0.87,2130
PR_1062,SCA_1199,0.86,2132
PR_1062,SCA_1200,0.87,2132
PR_1062,SCA_1201,0.87,2132
PR_1062,SCA_1203,0.86,2066
PR_1062,SCA_1204,0.86,2096
PR_1062,SCA_1206,0.86,2041
PR_1062,SCA_1208,0.86,1574
PR_1062,SCA_1212,0.87,2132
PR_1062,SCA_1213,0.87,2122
PR_1062,SCA_1214,0.87,2132
PR_1062,SCA_1216,0.86,2130
PR_1062,SCA_1217,0.87,2122
PR_1062,SCA_1218,0.86,2086
PR_1062,SCA_1220,0.87,2081
PR_1062,SCA_1221,0.88,1955
PR_1062,SCA_1222,0.87,2128
PR_1062,SCA_1223,0.87,1927
PR_1062,SCA_1224,0.86,2120
PR_1062,SCA_1225,0.87,2075
PR_1062,SCA_1226,0.86,2114
PR_1062,SCA_1227,0.86,2121
PR_1062,SCA_1230,0.87,2092
PR_1062,SCA_1231,0.85,1866
PR_1062,SCA_1232,0.86,2120
PR_1062,SCA_1233,0.88,2131
PR_1062,SCA_1234,0.88,1440
PR_1062,SCA_1239,0.86,1446
PR_1062,SCA_1240,0.86,1356
PR_1062,SCA_848,0.87,2130
PR_1062,SCA_853,0.87,1005
PR_1062,SCA_854,0.86,2132
PR_1062,SCA_857,0.86,1076
PR_1062,SCA_869,0.84,467
PR_1062,SCA_871,0.86,1913
PR_1062,SCA_874,0.85,1546
PR_1062,SCA_876,0.86,2077
PR_1062,SCA_877,0.85,639
PR_1062,SCA_880,0.85,2121
PR_1062,SCA_896,0.87,2126
PR_1062,SCA_897,0.87,2093
PR_1062,SCA_914,0.86,699
PR_1062,SCA_915,0.85,569
PR_1062,SCA_916,0.86,2127
PR_1062,SCA_917,0.85,2113
PR_1062,SCA_918,0.86,2066
PR_1062,SCA_919,0.86,1632
PR_1062,SCA_920,0.87,1361
PR_1062,SCA_921,0.85,2107
PR_1062,SCA_922,0.88,2120
PR_1062,SCA_923,0.83,551
PR_1062,SCA_924,0.88,2131
PR_1062,SCA_925,0.86,2111
PR_1062,SCA_926,0.87,2076
PR_1062,SCA_927,0.86,2132
PR_1062,SCA_929,0.86,2092
PR_1062,SCA_930,0.88,2132
PR_1062,SCA_931,0.87,2112
PR_1062,SCA_932,0.87,1907
PR_1062,SCA_933,0.86,2104
PR_1062,TX_1098,0.88,2035
PR_1062,TX_1099,0.86,2132
PR_1062,TX_1100,0.87,2132
PR_1062,TX_1101,0.87,2132
PR_1062,TX_1104,0.87,1227
PR_1062,TX_1105,0.88,2129
PR_1062,TX_1107,0.86,2125
PR_1062,TX_1109,0.86,1280
PR_1062,TX_1110,0.87,2132
PR_1062,TX_1111,0.87,2127
PR_1062,TX_1113,0.87,2121
PR_1062,TX_1114,0.87,2126
PR_1062,TX_1120,0.87,2132
PR_1062,TX_1121,0.87,1687
PR_1062,TX_1122,0.87,2089
PR_1062,TX_1123,0.87,2126
PR_1062,TX_1125,0.87,2118
PR_1062,TX_1126,0.87,2124
PR_1062,TX_1127,0.87,2099
PR_1062,TX_1128,0.86,2132
PR_1062,TX_1130,0.86,2124
PR_1062,TX_1131,0.87,2132
PR_1062,TX_1132,0.87,2078
PR_1062,TX_1133,0.85,2127
PR_1062,TX_1134,0.84,2090
PR_1062,TX_1135,0.84,2115
PR_1062,TX_1136,0.85,2130
PR_1062,TX_1137,0.86,943
PR_1062,TX_1138,0.85,2061
PR_1062,TX_1139,0.87,771
PR_1062,TX_1140,0.85,1905
PR_1062,TX_1141,0.85,1473
PR_1062,TX_1142,0.85,1649
PR_1062,TX_1143,0.85,2016
PR_1062,TX_1144,0.85,1785
PR_1062,TX_1145,0.84,1542
PR_1062,TX_1146,0.84,2054
PR_1062,VZ_1000,0.86,2081
PR_1062,VZ_1001,0.86,2028
PR_1062,VZ_1002,0.88,2098
PR_1062,VZ_1004,0.86,2131
PR_1062,VZ_1005,0.86,2123
PR_1062,VZ_1006,0.86,1896
PR_1062,VZ_1007,0.84,1237
PR_1062,VZ_1009,0.87,1260
PR_1062,VZ_1010,0.86,2116
PR_1062,VZ_1019,0.87,2067
PR_1062,VZ_1020,0.86,1814
PR_1062,VZ_1021,0.86,1833
PR_1062,VZ_1022,0.85,1215
PR_1062,VZ_1026,0.87,1348
PR_1062,VZ_1027,0.87,2132
PR_1062,VZ_1029,0.87,2132
PR_1062,VZ_670,0.88,919
PR_1062,VZ_671,0.87,2130
PR_1062,VZ_672,0.87,2132
PR_1062,VZ_673,0.88,2120
PR_1062,VZ_674,0.85,2126
PR_1062,VZ_675,0.87,2128
PR_1062,VZ_676,0.86,1704
PR_1062,VZ_677,0.87,2127
PR_1062,VZ_678,0.87,2122
PR_1062,VZ_679,0.86,2061
PR_1062,VZ_680,0.86,2129
PR_1062,VZ_681,0.87,2132
PR_1062,VZ_682,0.87,2128
PR_1062,VZ_683,0.86,1181
PR_1062,VZ_684,0.87,2129
PR_1062,VZ_685,0.86,2132
PR_1062,VZ_686,0.85,2131
PR_1062,VZ_687,0.87,2132
PR_1062,VZ_688,0.87,2132
PR_1062,VZ_689,0.86,2132
PR_1062,VZ_690,0.87,2132
PR_1062,VZ_691,0.86,2122
PR_1062,VZ_692,0.88,1627
PR_1062,VZ_693,0.86,2105
PR_1062,VZ_694,0.87,2132
PR_1062,VZ_695,0.84,1647
PR_1062,VZ_701,0.87,2132
PR_1062,VZ_702,0.86,2128
PR_1062,VZ_703,0.87,2132
PR_1062,VZ_704,0.85,916
PR_1062,VZ_705,0.87,2132
PR_1062,VZ_706,0.86,2107
PR_1062,VZ_707,0.86,2125
PR_1062,VZ_708,0.85,2069
PR_1062,VZ_709,0.85,1147
PR_1062,VZ_992,0.85,1523
PR_1062,VZ_993,0.86,1200
PR_1062,VZ_994,0.87,1095
PR_1062,VZ_995,0.86,1919
PR_1062,VZ_996,0.87,1898
PR_1062,VZ_997,0.86,2099
PR_1062,VZ_999,0.87,532
PR_1063,PR_945,0.84,1552
PR_1063,PR_946,0.76,1405
PR_1063,PR_947,0.75,1239
PR_1063,PR_948,0.82,618
PR_1063,PR_949,0.73,1552
PR_1063,PR_950,0.84,1552
PR_1063,PR_951,0.67,1552
PR_1063,PR_952,0.86,1552
PR_1063,PR_953,0.77,1552
PR_1063,PR_954,0.84,1552
PR_1063,PR_955,0.79,1552
PR_1063,PR_957,0.85,1552
PR_1063,PR_958,0.78,1552
PR_1063,PR_960,0.8,1552
PR_1063,PR_961,0.84,1552
PR_1063,PR_963,0.81,1552
PR_1063,PR_964,0.85,1552
PR_1063,PR_965,0.74,1552
PR_1063,PR_966,0.85,1552
PR_1063,PR_967,0.96,1552
PR_1063,PR_968,0.84,1552
PR_1063,PR_971,0.83,1552
PR_1063,PR_972,0.86,445
PR_1063,PR_973,0.81,589
PR_1063,PR_974,0.77,1363
PR_1063,PR_975,0.85,1552
PR_1063,PR_976,0.85,1552
PR_1063,PR_977,0.85,1552
PR_1063,PR_979,0.84,1552
PR_1063,SCA_1195,0.79,1552
PR_1063,SCA_1196,0.83,1552
PR_1063,SCA_1197,0.82,1552
PR_1063,SCA_1198,0.85,1552
PR_1063,SCA_1199,0.85,1552
PR_1063,SCA_1200,0.85,1552
PR_1063,SCA_1201,0.85,1552
PR_1063,SCA_1203,0.82,1552
PR_1063,SCA_1204,0.83,1552
PR_1063,SCA_1206,0.8,1552
PR_1063,SCA_1208,0.68,1552
PR_1063,SCA_1212,0.86,1552
PR_1063,SCA_1213,0.84,1552
PR_1063,SCA_1214,0.86,1552
PR_1063,SCA_1216,0.84,1552
PR_1063,SCA_1217,0.84,1552
PR_1063,SCA_1218,0.83,1552
PR_1063,SCA_1220,0.82,1552
PR_1063,SCA_1221,0.76,1552
PR_1063,SCA_1222,0.85,1552
PR_1063,SCA_1223,0.74,1552
PR_1063,SCA_1224,0.85,1552
PR_1063,SCA_1225,0.83,1552
PR_1063,SCA_1226,0.82,1552
PR_1063,SCA_1227,0.85,1552
PR_1063,SCA_1230,0.83,1552
PR_1063,SCA_1231,0.8,1552
PR_1063,SCA_1232,0.87,1552
PR_1063,SCA_1233,0.84,1552
PR_1063,SCA_1234,0.6,1440
PR_1063,SCA_1239,0.76,1446
PR_1063,SCA_1240,0.69,1356
PR_1063,SCA_848,0.85,1552
PR_1063,SCA_853,0.56,1005
PR_1063,SCA_854,0.84,1552
PR_1063,SCA_857,0.56,1076
PR_1063,SCA_869,0.52,467
PR_1063,SCA_871,0.78,1552
PR_1063,SCA_874,0.7,1546
PR_1063,SCA_876,0.81,1552
PR_1063,SCA_877,0.78,639
PR_1063,SCA_880,0.83,1552
PR_1063,SCA_896,0.85,1552
PR_1063,SCA_897,0.83,1552
PR_1063,SCA_914,0.49,699
PR_1063,SCA_915,0.62,569
PR_1063,SCA_916,0.85,1552
PR_1063,SCA_917,0.83,1552
PR_1063,SCA_918,0.83,1552
PR_1063,SCA_919,0.62,1552
PR_1063,SCA_920,0.52,1361
PR_1063,SCA_921,0.83,1552
PR_1063,SCA_922,0.84,1552
PR_1063,SCA_923,0.59,551
PR_1063,SCA_924,0.85,1552
PR_1063,SCA_925,0.83,1552
PR_1063,SCA_926,0.82,1552
PR_1063,SCA_927,0.84,1552
PR_1063,SCA_929,0.83,1552
PR_1063,SCA_930,0.85,1552
PR_1063,SCA_931,0.84,1552
PR_1063,SCA_932,0.76,1552
PR_1063,SCA_933,0.83,1552
PR_1063,TX_1098,0.83,1552
PR_1063,TX_1099,0.85,1552
PR_1063,TX_1100,0.86,1552
PR_1063,TX_1101,0.86,1552
PR_1063,TX_1104,0.58,1227
PR_1063,TX_1105,0.85,1552
PR_1063,TX_1107,0.83,1552
PR_1063,TX_1109,0.56,1280
PR_1063,TX_1110,0.84,1552
PR_1063,TX_1111,0.85,1552
PR_1063,TX_1113,0.85,1552
PR_1063,TX_1114,0.85,1552
PR_1063,TX_1120,0.85,1552
PR_1063,TX_1121,0.64,1552
PR_1063,TX_1122,0.82,1552
PR_1063,TX_1123,0.84,1552
PR_1063,TX_1125,0.85,1552
PR_1063,TX_1126,0.84,1552
PR_1063,TX_1127,0.83,1552
PR_1063,TX_1128,0.84,1552
PR_1063,TX_1130,0.84,1552
PR_1063,TX_1131,0.84,1552
PR_1063,TX_1132,0.86,1552
PR_1063,TX_1133,0.87,1552
PR_1063,TX_1134,0.85,1552
PR_1063,TX_1135,0.85,1552
PR_1063,TX_1136,0.87,1552
PR_1063,TX_1137,0.73,943
PR_1063,TX_1138,0.84,1552
PR_1063,TX_1139,0.78,771
PR_1063,TX_1140,0.81,1552
